DateTime,Energie_import_kWh,Index_import_kWh,Source,Pas
28/03/2025 01:00,0.337,19863.322,Compteur intelligent,1H
28/03/2025 02:00,0.231,19863.553,Compteur intelligent,1H
28/03/2025 03:00,0.301,19863.854,Compteur intelligent,1H
28/03/2025 04:00,0.488,19864.342,Compteur intelligent,1H
28/03/2025 05:00,0.633,19864.975,Compteur intelligent,1H
28/03/2025 06:00,0.779,19865.754,Compteur intelligent,1H
28/03/2025 07:00,1.127,19866.881,Compteur intelligent,1H
28/03/2025 08:00,0.941,19867.822,Compteur intelligent,1H
28/03/2025 09:00,0.505,19868.327,Compteur intelligent,1H
28/03/2025 10:00,0.284,19868.612,Compteur intelligent,1H
28/03/2025 11:00,0.346,19868.958,Compteur intelligent,1H
28/03/2025 12:00,0.393,19869.35,Compteur intelligent,1H
28/03/2025 13:00,0.42,19869.77,Compteur intelligent,1H
28/03/2025 14:00,0.378,19870.148,Compteur intelligent,1H
28/03/2025 15:00,0.537,19870.685,Compteur intelligent,1H
28/03/2025 16:00,0.384,19871.069,Compteur intelligent,1H
28/03/2025 17:00,0.46,19871.529,Compteur intelligent,1H
28/03/2025 18:00,0.825,19872.354,Compteur intelligent,1H
28/03/2025 19:00,1.28,19873.634,Compteur intelligent,1H
28/03/2025 20:00,1.507,19875.141,Compteur intelligent,1H
28/03/2025 21:00,1.667,19876.808,Compteur intelligent,1H
28/03/2025 22:00,1.149,19877.957,Compteur intelligent,1H
28/03/2025 23:00,0.794,19878.751,Compteur intelligent,1H
29/03/2025 00:00,0.282,19879.033,Compteur intelligent,1H
29/03/2025 01:00,0.258,19879.291,Compteur intelligent,1H
29/03/2025 02:00,0.369,19879.66,Compteur intelligent,1H
29/03/2025 03:00,0.166,19879.826,Compteur intelligent,1H
29/03/2025 04:00,0.307,19880.133,Compteur intelligent,1H
29/03/2025 05:00,0.481,19880.613,Compteur intelligent,1H
29/03/2025 06:00,0.945,19881.558,Compteur intelligent,1H
29/03/2025 07:00,1.199,19882.757,Compteur intelligent,1H
29/03/2025 08:00,0.939,19883.695,Compteur intelligent,1H
29/03/2025 09:00,0.619,19884.314,Compteur intelligent,1H
29/03/2025 10:00,0.217,19884.531,Compteur intelligent,1H
29/03/2025 11:00,0.316,19884.848,Compteur intelligent,1H
29/03/2025 12:00,0.454,19885.302,Compteur intelligent,1H
29/03/2025 13:00,0.515,19885.816,Compteur intelligent,1H
29/03/2025 14:00,0.553,19886.369,Compteur intelligent,1H
29/03/2025 15:00,0.553,19886.922,Compteur intelligent,1H
29/03/2025 16:00,0.672,19887.594,Compteur intelligent,1H
29/03/2025 17:00,0.371,19887.965,Compteur intelligent,1H
29/03/2025 18:00,0.744,19888.71,Compteur intelligent,1H
29/03/2025 19:00,1.148,19889.858,Compteur intelligent,1H
29/03/2025 20:00,1.492,19891.35,Compteur intelligent,1H
29/03/2025 21:00,1.65,19893.0,Compteur intelligent,1H
29/03/2025 22:00,1.248,19894.248,Compteur intelligent,1H
29/03/2025 23:00,0.888,19895.136,Compteur intelligent,1H
30/03/2025 00:00,0.372,19895.508,Compteur intelligent,1H
30/03/2025 01:00,0.305,19895.812,Compteur intelligent,1H
30/03/2025 02:00,0.243,19896.055,Compteur intelligent,1H
30/03/2025 03:00,0.366,19896.421,Compteur intelligent,1H
30/03/2025 04:00,0.309,19896.731,Compteur intelligent,1H
30/03/2025 05:00,0.463,19897.194,Compteur intelligent,1H
30/03/2025 06:00,0.823,19898.017,Compteur intelligent,1H
30/03/2025 07:00,1.114,19899.131,Compteur intelligent,1H
30/03/2025 08:00,0.968,19900.1,Compteur intelligent,1H
30/03/2025 09:00,0.538,19900.638,Compteur intelligent,1H
30/03/2025 10:00,0.424,19901.062,Compteur intelligent,1H
30/03/2025 11:00,0.312,19901.374,Compteur intelligent,1H
30/03/2025 12:00,0.512,19901.886,Compteur intelligent,1H
30/03/2025 13:00,0.701,19902.587,Compteur intelligent,1H
30/03/2025 14:00,0.648,19903.235,Compteur intelligent,1H
30/03/2025 15:00,0.56,19903.794,Compteur intelligent,1H
30/03/2025 16:00,0.54,19904.334,Compteur intelligent,1H
30/03/2025 17:00,0.393,19904.727,Compteur intelligent,1H
30/03/2025 18:00,0.819,19905.546,Compteur intelligent,1H
30/03/2025 19:00,1.222,19906.768,Compteur intelligent,1H
30/03/2025 20:00,1.619,19908.387,Compteur intelligent,1H
30/03/2025 21:00,1.61,19909.998,Compteur intelligent,1H
30/03/2025 22:00,1.264,19911.261,Compteur intelligent,1H
30/03/2025 23:00,0.863,19912.125,Compteur intelligent,1H
31/03/2025 00:00,0.32,19912.444,Compteur intelligent,1H
31/03/2025 01:00,0.258,19912.702,Compteur intelligent,1H
31/03/2025 02:00,0.255,19912.957,Compteur intelligent,1H
31/03/2025 03:00,0.342,19913.299,Compteur intelligent,1H
31/03/2025 04:00,0.287,19913.585,Compteur intelligent,1H
31/03/2025 05:00,0.579,19914.164,Compteur intelligent,1H
31/03/2025 06:00,0.936,19915.1,Compteur intelligent,1H
31/03/2025 07:00,1.104,19916.204,Compteur intelligent,1H
31/03/2025 08:00,0.846,19917.05,Compteur intelligent,1H
31/03/2025 09:00,0.429,19917.479,Compteur intelligent,1H
31/03/2025 10:00,0.284,19917.762,Compteur intelligent,1H
31/03/2025 11:00,0.209,19917.972,Compteur intelligent,1H
31/03/2025 12:00,0.389,19918.361,Compteur intelligent,1H
31/03/2025 13:00,0.361,19918.721,Compteur intelligent,1H
31/03/2025 14:00,0.333,19919.054,Compteur intelligent,1H
31/03/2025 15:00,0.45,19919.504,Compteur intelligent,1H
31/03/2025 16:00,0.447,19919.951,Compteur intelligent,1H
31/03/2025 17:00,0.493,19920.444,Compteur intelligent,1H
31/03/2025 18:00,0.829,19921.273,Compteur intelligent,1H
31/03/2025 19:00,1.3,19922.573,Compteur intelligent,1H
31/03/2025 20:00,1.495,19924.069,Compteur intelligent,1H
31/03/2025 21:00,1.634,19925.703,Compteur intelligent,1H
31/03/2025 22:00,1.13,19926.832,Compteur intelligent,1H
31/03/2025 23:00,0.747,19927.58,Compteur intelligent,1H
01/04/2025 00:00,0.362,19927.942,Compteur intelligent,1H
01/04/2025 01:00,0.343,19928.284,Compteur intelligent,1H
01/04/2025 02:00,0.341,19928.626,Compteur intelligent,1H
01/04/2025 03:00,0.318,19928.943,Compteur intelligent,1H
01/04/2025 04:00,0.436,19929.379,Compteur intelligent,1H
01/04/2025 05:00,0.443,19929.823,Compteur intelligent,1H
01/04/2025 06:00,0.875,19930.697,Compteur intelligent,1H
01/04/2025 07:00,1.11,19931.808,Compteur intelligent,1H
01/04/2025 08:00,1.015,19932.823,Compteur intelligent,1H
01/04/2025 09:00,0.597,19933.42,Compteur intelligent,1H
01/04/2025 10:00,0.413,19933.834,Compteur intelligent,1H
01/04/2025 11:00,0.261,19934.095,Compteur intelligent,1H
01/04/2025 12:00,0.522,19934.618,Compteur intelligent,1H
01/04/2025 13:00,0.416,19935.033,Compteur intelligent,1H
01/04/2025 14:00,0.328,19935.361,Compteur intelligent,1H
01/04/2025 15:00,0.538,19935.9,Compteur intelligent,1H
01/04/2025 16:00,0.354,19936.254,Compteur intelligent,1H
01/04/2025 17:00,0.438,19936.692,Compteur intelligent,1H
01/04/2025 18:00,0.781,19937.474,Compteur intelligent,1H
01/04/2025 19:00,1.18,19938.653,Compteur intelligent,1H
01/04/2025 20:00,1.624,19940.277,Compteur intelligent,1H
01/04/2025 21:00,1.609,19941.886,Compteur intelligent,1H
01/04/2025 22:00,1.246,19943.132,Compteur intelligent,1H
01/04/2025 23:00,0.909,19944.041,Compteur intelligent,1H
02/04/2025 00:00,0.203,19944.244,Compteur intelligent,1H
02/04/2025 01:00,0.383,19944.627,Compteur intelligent,1H
02/04/2025 02:00,0.252,19944.879,Compteur intelligent,1H
02/04/2025 03:00,0.395,19945.274,Compteur intelligent,1H
02/04/2025 04:00,0.466,19945.74,Compteur intelligent,1H
02/04/2025 05:00,0.674,19946.414,Compteur intelligent,1H
02/04/2025 06:00,0.882,19947.296,Compteur intelligent,1H
02/04/2025 07:00,1.038,19948.334,Compteur intelligent,1H
02/04/2025 08:00,0.913,19949.247,Compteur intelligent,1H
02/04/2025 09:00,0.533,19949.78,Compteur intelligent,1H
02/04/2025 10:00,0.246,19950.026,Compteur intelligent,1H
02/04/2025 11:00,0.351,19950.377,Compteur intelligent,1H
02/04/2025 12:00,0.332,19950.709,Compteur intelligent,1H
02/04/2025 13:00,0.474,19951.183,Compteur intelligent,1H
02/04/2025 14:00,0.447,19951.63,Compteur intelligent,1H
02/04/2025 15:00,0.381,19952.011,Compteur intelligent,1H
02/04/2025 16:00,0.442,19952.453,Compteur intelligent,1H
02/04/2025 17:00,0.476,19952.929,Compteur intelligent,1H
02/04/2025 18:00,0.768,19953.697,Compteur intelligent,1H
02/04/2025 19:00,1.425,19955.122,Compteur intelligent,1H
02/04/2025 20:00,1.537,19956.659,Compteur intelligent,1H
02/04/2025 21:00,1.596,19958.255,Compteur intelligent,1H
02/04/2025 22:00,1.299,19959.554,Compteur intelligent,1H
02/04/2025 23:00,0.773,19960.327,Compteur intelligent,1H
03/04/2025 00:00,0.264,19960.591,Compteur intelligent,1H
03/04/2025 01:00,0.222,19960.812,Compteur intelligent,1H
03/04/2025 02:00,0.373,19961.185,Compteur intelligent,1H
03/04/2025 03:00,0.35,19961.535,Compteur intelligent,1H
03/04/2025 04:00,0.38,19961.915,Compteur intelligent,1H
03/04/2025 05:00,0.446,19962.36,Compteur intelligent,1H
03/04/2025 06:00,0.924,19963.285,Compteur intelligent,1H
03/04/2025 07:00,1.125,19964.41,Compteur intelligent,1H
03/04/2025 08:00,0.874,19965.284,Compteur intelligent,1H
03/04/2025 09:00,0.454,19965.737,Compteur intelligent,1H
03/04/2025 10:00,0.348,19966.086,Compteur intelligent,1H
03/04/2025 11:00,0.255,19966.34,Compteur intelligent,1H
03/04/2025 12:00,0.393,19966.733,Compteur intelligent,1H
03/04/2025 13:00,0.391,19967.124,Compteur intelligent,1H
03/04/2025 14:00,0.369,19967.493,Compteur intelligent,1H
03/04/2025 15:00,0.451,19967.944,Compteur intelligent,1H
03/04/2025 16:00,0.436,19968.38,Compteur intelligent,1H
03/04/2025 17:00,0.523,19968.903,Compteur intelligent,1H
03/04/2025 18:00,0.821,19969.724,Compteur intelligent,1H
03/04/2025 19:00,1.3,19971.024,Compteur intelligent,1H
03/04/2025 20:00,1.536,19972.56,Compteur intelligent,1H
03/04/2025 21:00,1.573,19974.133,Compteur intelligent,1H
03/04/2025 22:00,1.295,19975.428,Compteur intelligent,1H
03/04/2025 23:00,0.805,19976.233,Compteur intelligent,1H
04/04/2025 00:00,0.369,19976.602,Compteur intelligent,1H
04/04/2025 01:00,0.346,19976.948,Compteur intelligent,1H
04/04/2025 02:00,0.275,19977.223,Compteur intelligent,1H
04/04/2025 03:00,0.36,19977.583,Compteur intelligent,1H
04/04/2025 04:00,0.336,19977.92,Compteur intelligent,1H
04/04/2025 05:00,0.594,19978.513,Compteur intelligent,1H
04/04/2025 06:00,1.006,19979.519,Compteur intelligent,1H
04/04/2025 07:00,1.174,19980.693,Compteur intelligent,1H
04/04/2025 08:00,1.032,19981.725,Compteur intelligent,1H
04/04/2025 09:00,0.443,19982.168,Compteur intelligent,1H
04/04/2025 10:00,0.319,19982.487,Compteur intelligent,1H
04/04/2025 11:00,0.291,19982.778,Compteur intelligent,1H
04/04/2025 12:00,0.364,19983.142,Compteur intelligent,1H
04/04/2025 13:00,0.41,19983.552,Compteur intelligent,1H
04/04/2025 14:00,0.367,19983.919,Compteur intelligent,1H
04/04/2025 15:00,0.465,19984.384,Compteur intelligent,1H
04/04/2025 16:00,0.499,19984.883,Compteur intelligent,1H
04/04/2025 17:00,0.516,19985.399,Compteur intelligent,1H
04/04/2025 18:00,0.736,19986.135,Compteur intelligent,1H
04/04/2025 19:00,1.273,19987.408,Compteur intelligent,1H
04/04/2025 20:00,1.635,19989.042,Compteur intelligent,1H
04/04/2025 21:00,1.616,19990.658,Compteur intelligent,1H
04/04/2025 22:00,1.242,19991.9,Compteur intelligent,1H
04/04/2025 23:00,0.88,19992.78,Compteur intelligent,1H
05/04/2025 00:00,0.269,19993.049,Compteur intelligent,1H
05/04/2025 01:00,0.28,19993.329,Compteur intelligent,1H
05/04/2025 02:00,0.342,19993.67,Compteur intelligent,1H
05/04/2025 03:00,0.339,19994.01,Compteur intelligent,1H
05/04/2025 04:00,0.403,19994.413,Compteur intelligent,1H
05/04/2025 05:00,0.519,19994.932,Compteur intelligent,1H
05/04/2025 06:00,0.816,19995.748,Compteur intelligent,1H
05/04/2025 07:00,1.035,19996.783,Compteur intelligent,1H
05/04/2025 08:00,0.869,19997.652,Compteur intelligent,1H
05/04/2025 09:00,0.584,19998.236,Compteur intelligent,1H
05/04/2025 10:00,0.399,19998.635,Compteur intelligent,1H
05/04/2025 11:00,0.198,19998.833,Compteur intelligent,1H
05/04/2025 12:00,0.571,19999.404,Compteur intelligent,1H
05/04/2025 13:00,0.533,19999.937,Compteur intelligent,1H
05/04/2025 14:00,0.477,20000.415,Compteur intelligent,1H
05/04/2025 15:00,0.681,20001.096,Compteur intelligent,1H
05/04/2025 16:00,0.607,20001.703,Compteur intelligent,1H
05/04/2025 17:00,0.541,20002.243,Compteur intelligent,1H
05/04/2025 18:00,0.951,20003.194,Compteur intelligent,1H
05/04/2025 19:00,1.206,20004.4,Compteur intelligent,1H
05/04/2025 20:00,1.571,20005.971,Compteur intelligent,1H
05/04/2025 21:00,1.684,20007.655,Compteur intelligent,1H
05/04/2025 22:00,1.162,20008.817,Compteur intelligent,1H
05/04/2025 23:00,0.801,20009.619,Compteur intelligent,1H
06/04/2025 00:00,0.304,20009.923,Compteur intelligent,1H
06/04/2025 01:00,0.36,20010.283,Compteur intelligent,1H
06/04/2025 02:00,0.326,20010.609,Compteur intelligent,1H
06/04/2025 03:00,0.253,20010.862,Compteur intelligent,1H
06/04/2025 04:00,0.41,20011.272,Compteur intelligent,1H
06/04/2025 05:00,0.587,20011.859,Compteur intelligent,1H
06/04/2025 06:00,0.832,20012.691,Compteur intelligent,1H
06/04/2025 07:00,1.068,20013.76,Compteur intelligent,1H
06/04/2025 08:00,0.863,20014.623,Compteur intelligent,1H
06/04/2025 09:00,0.468,20015.091,Compteur intelligent,1H
06/04/2025 10:00,0.416,20015.507,Compteur intelligent,1H
06/04/2025 11:00,0.288,20015.795,Compteur intelligent,1H
06/04/2025 12:00,0.522,20016.317,Compteur intelligent,1H
06/04/2025 13:00,0.477,20016.793,Compteur intelligent,1H
06/04/2025 14:00,0.517,20017.31,Compteur intelligent,1H
06/04/2025 15:00,0.638,20017.948,Compteur intelligent,1H
06/04/2025 16:00,0.636,20018.585,Compteur intelligent,1H
06/04/2025 17:00,0.394,20018.979,Compteur intelligent,1H
06/04/2025 18:00,0.738,20019.717,Compteur intelligent,1H
06/04/2025 19:00,1.279,20020.996,Compteur intelligent,1H
06/04/2025 20:00,1.566,20022.561,Compteur intelligent,1H
06/04/2025 21:00,1.562,20024.124,Compteur intelligent,1H
06/04/2025 22:00,1.189,20025.313,Compteur intelligent,1H
06/04/2025 23:00,0.717,20026.03,Compteur intelligent,1H
07/04/2025 00:00,0.307,20026.338,Compteur intelligent,1H
07/04/2025 01:00,0.279,20026.617,Compteur intelligent,1H
07/04/2025 02:00,0.371,20026.987,Compteur intelligent,1H
07/04/2025 03:00,0.304,20027.291,Compteur intelligent,1H
07/04/2025 04:00,0.294,20027.585,Compteur intelligent,1H
07/04/2025 05:00,0.579,20028.163,Compteur intelligent,1H
07/04/2025 06:00,0.976,20029.139,Compteur intelligent,1H
07/04/2025 07:00,1.066,20030.205,Compteur intelligent,1H
07/04/2025 08:00,0.793,20030.998,Compteur intelligent,1H
07/04/2025 09:00,0.508,20031.506,Compteur intelligent,1H
07/04/2025 10:00,0.271,20031.777,Compteur intelligent,1H
07/04/2025 11:00,0.406,20032.183,Compteur intelligent,1H
07/04/2025 12:00,0.305,20032.488,Compteur intelligent,1H
07/04/2025 13:00,0.368,20032.857,Compteur intelligent,1H
07/04/2025 14:00,0.478,20033.335,Compteur intelligent,1H
07/04/2025 15:00,0.451,20033.786,Compteur intelligent,1H
07/04/2025 16:00,0.41,20034.195,Compteur intelligent,1H
07/04/2025 17:00,0.444,20034.64,Compteur intelligent,1H
07/04/2025 18:00,0.786,20035.426,Compteur intelligent,1H
07/04/2025 19:00,1.227,20036.653,Compteur intelligent,1H
07/04/2025 20:00,1.686,20038.339,Compteur intelligent,1H
07/04/2025 21:00,1.587,20039.926,Compteur intelligent,1H
07/04/2025 22:00,1.161,20041.086,Compteur intelligent,1H
07/04/2025 23:00,0.856,20041.943,Compteur intelligent,1H
08/04/2025 00:00,0.364,20042.307,Compteur intelligent,1H
08/04/2025 01:00,0.288,20042.595,Compteur intelligent,1H
08/04/2025 02:00,0.349,20042.943,Compteur intelligent,1H
08/04/2025 03:00,0.311,20043.254,Compteur intelligent,1H
08/04/2025 04:00,0.28,20043.534,Compteur intelligent,1H
08/04/2025 05:00,0.532,20044.066,Compteur intelligent,1H
08/04/2025 06:00,0.827,20044.893,Compteur intelligent,1H
08/04/2025 07:00,1.072,20045.965,Compteur intelligent,1H
08/04/2025 08:00,0.839,20046.804,Compteur intelligent,1H
08/04/2025 09:00,0.557,20047.361,Compteur intelligent,1H
08/04/2025 10:00,0.363,20047.725,Compteur intelligent,1H
08/04/2025 11:00,0.228,20047.953,Compteur intelligent,1H
08/04/2025 12:00,0.333,20048.286,Compteur intelligent,1H
08/04/2025 13:00,0.388,20048.674,Compteur intelligent,1H
08/04/2025 14:00,0.417,20049.092,Compteur intelligent,1H
08/04/2025 15:00,0.403,20049.495,Compteur intelligent,1H
08/04/2025 16:00,0.308,20049.803,Compteur intelligent,1H
08/04/2025 17:00,0.569,20050.372,Compteur intelligent,1H
08/04/2025 18:00,0.904,20051.276,Compteur intelligent,1H
08/04/2025 19:00,1.337,20052.613,Compteur intelligent,1H
08/04/2025 20:00,1.629,20054.242,Compteur intelligent,1H
08/04/2025 21:00,1.637,20055.879,Compteur intelligent,1H
08/04/2025 22:00,1.203,20057.081,Compteur intelligent,1H
08/04/2025 23:00,0.809,20057.89,Compteur intelligent,1H
09/04/2025 00:00,0.234,20058.124,Compteur intelligent,1H
09/04/2025 01:00,0.309,20058.433,Compteur intelligent,1H
09/04/2025 02:00,0.216,20058.65,Compteur intelligent,1H
09/04/2025 03:00,0.343,20058.993,Compteur intelligent,1H
09/04/2025 04:00,0.331,20059.324,Compteur intelligent,1H
09/04/2025 05:00,0.583,20059.907,Compteur intelligent,1H
09/04/2025 06:00,0.907,20060.814,Compteur intelligent,1H
09/04/2025 07:00,1.083,20061.897,Compteur intelligent,1H
09/04/2025 08:00,0.946,20062.843,Compteur intelligent,1H
09/04/2025 09:00,0.467,20063.31,Compteur intelligent,1H
09/04/2025 10:00,0.336,20063.646,Compteur intelligent,1H
09/04/2025 11:00,0.275,20063.922,Compteur intelligent,1H
09/04/2025 12:00,0.433,20064.355,Compteur intelligent,1H
09/04/2025 13:00,0.384,20064.738,Compteur intelligent,1H
09/04/2025 14:00,0.406,20065.144,Compteur intelligent,1H
09/04/2025 15:00,0.43,20065.575,Compteur intelligent,1H
09/04/2025 16:00,0.3,20065.875,Compteur intelligent,1H
09/04/2025 17:00,0.436,20066.311,Compteur intelligent,1H
09/04/2025 18:00,0.805,20067.116,Compteur intelligent,1H
09/04/2025 19:00,1.303,20068.419,Compteur intelligent,1H
09/04/2025 20:00,1.631,20070.05,Compteur intelligent,1H
09/04/2025 21:00,1.675,20071.725,Compteur intelligent,1H
09/04/2025 22:00,1.229,20072.954,Compteur intelligent,1H
09/04/2025 23:00,0.804,20073.758,Compteur intelligent,1H
10/04/2025 00:00,0.272,20074.03,Compteur intelligent,1H
10/04/2025 01:00,0.276,20074.306,Compteur intelligent,1H
10/04/2025 02:00,0.253,20074.559,Compteur intelligent,1H
10/04/2025 03:00,0.275,20074.834,Compteur intelligent,1H
10/04/2025 04:00,0.341,20075.175,Compteur intelligent,1H
10/04/2025 05:00,0.498,20075.673,Compteur intelligent,1H
10/04/2025 06:00,0.898,20076.57,Compteur intelligent,1H
10/04/2025 07:00,1.002,20077.572,Compteur intelligent,1H
10/04/2025 08:00,0.922,20078.494,Compteur intelligent,1H
10/04/2025 09:00,0.548,20079.042,Compteur intelligent,1H
10/04/2025 10:00,0.379,20079.421,Compteur intelligent,1H
10/04/2025 11:00,0.28,20079.701,Compteur intelligent,1H
10/04/2025 12:00,0.358,20080.059,Compteur intelligent,1H
10/04/2025 13:00,0.447,20080.506,Compteur intelligent,1H
10/04/2025 14:00,0.381,20080.887,Compteur intelligent,1H
10/04/2025 15:00,0.518,20081.405,Compteur intelligent,1H
10/04/2025 16:00,0.357,20081.762,Compteur intelligent,1H
10/04/2025 17:00,0.477,20082.239,Compteur intelligent,1H
10/04/2025 18:00,0.73,20082.969,Compteur intelligent,1H
10/04/2025 19:00,1.195,20084.164,Compteur intelligent,1H
10/04/2025 20:00,1.55,20085.714,Compteur intelligent,1H
10/04/2025 21:00,1.568,20087.283,Compteur intelligent,1H
10/04/2025 22:00,1.29,20088.572,Compteur intelligent,1H
10/04/2025 23:00,0.729,20089.302,Compteur intelligent,1H
11/04/2025 00:00,0.339,20089.64,Compteur intelligent,1H
11/04/2025 01:00,0.216,20089.856,Compteur intelligent,1H
11/04/2025 02:00,0.278,20090.134,Compteur intelligent,1H
11/04/2025 03:00,0.387,20090.521,Compteur intelligent,1H
11/04/2025 04:00,0.38,20090.901,Compteur intelligent,1H
11/04/2025 05:00,0.554,20091.455,Compteur intelligent,1H
11/04/2025 06:00,0.934,20092.389,Compteur intelligent,1H
11/04/2025 07:00,1.146,20093.535,Compteur intelligent,1H
11/04/2025 08:00,0.934,20094.468,Compteur intelligent,1H
11/04/2025 09:00,0.622,20095.09,Compteur intelligent,1H
11/04/2025 10:00,0.29,20095.38,Compteur intelligent,1H
11/04/2025 11:00,0.304,20095.684,Compteur intelligent,1H
11/04/2025 12:00,0.427,20096.111,Compteur intelligent,1H
11/04/2025 13:00,0.434,20096.544,Compteur intelligent,1H
11/04/2025 14:00,0.423,20096.968,Compteur intelligent,1H
11/04/2025 15:00,0.477,20097.445,Compteur intelligent,1H
11/04/2025 16:00,0.411,20097.856,Compteur intelligent,1H
11/04/2025 17:00,0.411,20098.267,Compteur intelligent,1H
11/04/2025 18:00,0.874,20099.142,Compteur intelligent,1H
11/04/2025 19:00,1.243,20100.384,Compteur intelligent,1H
11/04/2025 20:00,1.565,20101.949,Compteur intelligent,1H
11/04/2025 21:00,1.6,20103.549,Compteur intelligent,1H
11/04/2025 22:00,1.217,20104.766,Compteur intelligent,1H
11/04/2025 23:00,0.858,20105.624,Compteur intelligent,1H
12/04/2025 00:00,0.356,20105.98,Compteur intelligent,1H
12/04/2025 01:00,0.321,20106.301,Compteur intelligent,1H
12/04/2025 02:00,0.335,20106.636,Compteur intelligent,1H
12/04/2025 03:00,0.31,20106.945,Compteur intelligent,1H
12/04/2025 04:00,0.414,20107.359,Compteur intelligent,1H
12/04/2025 05:00,0.396,20107.755,Compteur intelligent,1H
12/04/2025 06:00,0.826,20108.582,Compteur intelligent,1H
12/04/2025 07:00,1.109,20109.691,Compteur intelligent,1H
12/04/2025 08:00,0.872,20110.562,Compteur intelligent,1H
12/04/2025 09:00,0.481,20111.043,Compteur intelligent,1H
12/04/2025 10:00,0.39,20111.432,Compteur intelligent,1H
12/04/2025 11:00,0.249,20111.682,Compteur intelligent,1H
12/04/2025 12:00,0.553,20112.235,Compteur intelligent,1H
12/04/2025 13:00,0.547,20112.782,Compteur intelligent,1H
12/04/2025 14:00,0.545,20113.326,Compteur intelligent,1H
12/04/2025 15:00,0.5,20113.827,Compteur intelligent,1H
12/04/2025 16:00,0.581,20114.407,Compteur intelligent,1H
12/04/2025 17:00,0.566,20114.973,Compteur intelligent,1H
12/04/2025 18:00,0.831,20115.804,Compteur intelligent,1H
12/04/2025 19:00,1.301,20117.105,Compteur intelligent,1H
12/04/2025 20:00,1.593,20118.698,Compteur intelligent,1H
12/04/2025 21:00,1.496,20120.194,Compteur intelligent,1H
12/04/2025 22:00,1.215,20121.409,Compteur intelligent,1H
12/04/2025 23:00,0.789,20122.198,Compteur intelligent,1H
13/04/2025 00:00,0.38,20122.578,Compteur intelligent,1H
13/04/2025 01:00,0.37,20122.949,Compteur intelligent,1H
13/04/2025 02:00,0.328,20123.277,Compteur intelligent,1H
13/04/2025 03:00,0.257,20123.533,Compteur intelligent,1H
13/04/2025 04:00,0.36,20123.894,Compteur intelligent,1H
13/04/2025 05:00,0.522,20124.416,Compteur intelligent,1H
13/04/2025 06:00,0.882,20125.298,Compteur intelligent,1H
13/04/2025 07:00,1.038,20126.335,Compteur intelligent,1H
13/04/2025 08:00,0.924,20127.26,Compteur intelligent,1H
13/04/2025 09:00,0.536,20127.795,Compteur intelligent,1H
13/04/2025 10:00,0.401,20128.196,Compteur intelligent,1H
13/04/2025 11:00,0.22,20128.417,Compteur intelligent,1H
13/04/2025 12:00,0.472,20128.889,Compteur intelligent,1H
13/04/2025 13:00,0.759,20129.647,Compteur intelligent,1H
13/04/2025 14:00,0.488,20130.136,Compteur intelligent,1H
13/04/2025 15:00,0.568,20130.703,Compteur intelligent,1H
13/04/2025 16:00,0.619,20131.322,Compteur intelligent,1H
13/04/2025 17:00,0.433,20131.755,Compteur intelligent,1H
13/04/2025 18:00,0.902,20132.657,Compteur intelligent,1H
13/04/2025 19:00,1.239,20133.897,Compteur intelligent,1H
13/04/2025 20:00,1.607,20135.504,Compteur intelligent,1H
13/04/2025 21:00,1.707,20137.211,Compteur intelligent,1H
13/04/2025 22:00,1.196,20138.407,Compteur intelligent,1H
13/04/2025 23:00,0.769,20139.176,Compteur intelligent,1H
14/04/2025 00:00,0.281,20139.458,Compteur intelligent,1H
14/04/2025 01:00,0.22,20139.678,Compteur intelligent,1H
14/04/2025 02:00,0.319,20139.997,Compteur intelligent,1H
14/04/2025 03:00,0.336,20140.333,Compteur intelligent,1H
14/04/2025 04:00,0.364,20140.697,Compteur intelligent,1H
14/04/2025 05:00,0.577,20141.274,Compteur intelligent,1H
14/04/2025 06:00,0.949,20142.223,Compteur intelligent,1H
14/04/2025 07:00,1.132,20143.355,Compteur intelligent,1H
14/04/2025 08:00,0.882,20144.237,Compteur intelligent,1H
14/04/2025 09:00,0.611,20144.848,Compteur intelligent,1H
14/04/2025 10:00,0.311,20145.159,Compteur intelligent,1H
14/04/2025 11:00,0.392,20145.551,Compteur intelligent,1H
14/04/2025 12:00,0.377,20145.928,Compteur intelligent,1H
14/04/2025 13:00,0.435,20146.363,Compteur intelligent,1H
14/04/2025 14:00,0.5,20146.862,Compteur intelligent,1H
14/04/2025 15:00,0.263,20147.126,Compteur intelligent,1H
14/04/2025 16:00,0.43,20147.556,Compteur intelligent,1H
14/04/2025 17:00,0.468,20148.024,Compteur intelligent,1H
14/04/2025 18:00,0.901,20148.925,Compteur intelligent,1H
14/04/2025 19:00,1.219,20150.144,Compteur intelligent,1H
14/04/2025 20:00,1.762,20151.906,Compteur intelligent,1H
14/04/2025 21:00,1.507,20153.413,Compteur intelligent,1H
14/04/2025 22:00,1.265,20154.678,Compteur intelligent,1H
14/04/2025 23:00,0.775,20155.453,Compteur intelligent,1H
15/04/2025 00:00,0.333,20155.786,Compteur intelligent,1H
15/04/2025 01:00,0.268,20156.054,Compteur intelligent,1H
15/04/2025 02:00,0.276,20156.329,Compteur intelligent,1H
15/04/2025 03:00,0.199,20156.528,Compteur intelligent,1H
15/04/2025 04:00,0.359,20156.887,Compteur intelligent,1H
